"CD_NOM";"NOM_VALIDE";"NOM_CITE";"ENJEU_CONSERVATION"
102876;"Hirschfeldia incana";"Hirschfeldia incana (L.) Lagr.-Foss., 1847 ";"MOY"
102900;"Holcus lanatus";"Holcus lanatus L., 1753 ";"MOY"
102901;"Holcus mollis";"Holcus mollis L., 1759 ";"MOY"
717776;"Holosteum breistrofferi";"Holosteum breistrofferi Greuter & Charpin, 1971 ";"TFO"
102921;"Holosteum umbellatum";"Holosteum umbellatum L., 1753 ";"MOY"
102925;"Homogyne alpina";"Homogyne alpina (L.) Cass., 1821 ";"MOY"
102930;"Honorius nutans";"Honorius nutans (Sm.) Gray, 1821 ";"FOR"
102934;"Hordelymus europaeus";"Hordelymus europaeus (L.) Harz, 1885 ";"MOY"
102942;"Hordeum bulbosum";"Hordeum bulbosum L., 1756 ";"FOR"
102959;"Hordeum geniculatum";"Hordeum geniculatum All., 1785 ";"FOR"
102968;"Hordeum marinum";"Hordeum marinum Huds., 1778 ";"FOR"
102974;"Hordeum murinum";"Hordeum murinum L., 1753 ";"FAI"
136671;"Hordeum murinum subsp. glaucum";"Hordeum murinum subsp. glaucum (Steud.) Tzvelev,  1972 ";"DD"
136672;"Hordeum murinum subsp. leporinum";"Hordeum murinum subsp. leporinum (Link) Arcang.,  1882 ";"MOY"
136673;"Hordeum murinum subsp. murinum";"Hordeum murinum subsp. murinum L., 1753 ";"MOY"
102990;"Hordeum secalinum";"Hordeum secalinum Schreb., 1771 ";"MOY"
966498;"Hormathophylla halimifolia";"Hormathophylla halimifolia (Boiss.) P.KÃ¼pfer, 1974 ";"FOR"
NA;"NOMATCH";"Hormathophylla lapeyrousiana (Jord.) P.KÃ¼pfer, 1974 ";"FOR"
966497;"Hormathophylla macrocarpa";"Hormathophylla macrocarpa (DC.) P.KÃ¼pfer, 1974 ";"MOY"
103008;"Hormathophylla pyrenaica";"Hormathophylla pyrenaica (Lapeyr.) Dudley & Cullen,  1965 ";"FOR"
103009;"Hormathophylla spinosa";"Hormathophylla spinosa (L.) P.KÃ¼pfer, 1974 ";"MOY"
103018;"Hornungia alpina";"Hornungia alpina (L.) O.Appel, 1997 ";"MOY"
718363;"Hornungia alpina subsp. alpina";"Hornungia alpina subsp. alpina (L.) O.Appel, 1997 ";"MOY"
136691;"Hornungia alpina subsp. brevicaulis";"Hornungia alpina subsp. brevicaulis (Spreng.) O.Appel, 1997 ";"DD"
103019;"Hornungia petraea";"Hornungia petraea (L.) Rchb., 1838 ";"MOY"
103027;"Hottonia palustris";"Hottonia palustris L., 1753 ";"FOR"
103031;"Humulus lupulus";"Humulus lupulus L., 1753 ";"MOY"
103034;"Huperzia selago";"Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829 ";"MOY"
103056;"Hyacinthoides italica";"Hyacinthoides italica (L.) Rothm., 1944 ";"FOR"
103120;"Hydrocharis morsus-ranae";"Hydrocharis morsus-ranae L., 1753 ";"FOR"
103142;"Hydrocotyle vulgaris";"Hydrocotyle vulgaris L., 1753 ";"FOR"
103155;"Hylotelephium anacampseros";"Hylotelephium anacampseros (L.) H.Ohba, 1977 ";"FAI"
103159;"Hylotelephium maximum";"Hylotelephium maximum (L.) Holub, 1978 ";"MOY"
103162;"Hylotelephium telephium";"Hylotelephium telephium (L.) H.Ohba, 1977 ";"MOY"
103173;"Hymenophyllum tunbrigense";"Hymenophyllum tunbrigense (L.) Sm., 1793 ";"DD"
103178;"Hyoscyamus albus";"Hyoscyamus albus L., 1753 ";"MOY"
103185;"Hyoscyamus niger";"Hyoscyamus niger L., 1753 ";"MOY"
103205;"Hyoseris radiata";"Hyoseris radiata L., 1753 ";"MOY"
103207;"Hyoseris scabra";"Hyoseris scabra L., 1753 ";"FOR"
717271;"Hyoseris taurina";"Hyoseris taurina (Pamp.) Martinoli, 1953 ";"DD"
103216;"Hyparrhenia hirta";"Hyparrhenia hirta (L.) Stapf, 1919 ";"MOY"
103219;"Hyparrhenia sinaica";"Hyparrhenia sinaica (Delile) LlauradÃ³ ex G.LÃ³pez,  1994 ";"MOY"
103229;"Hypecoum imberbe";"Hypecoum imberbe Sm., 1806 ";"FOR"
103233;"Hypecoum pendulum";"Hypecoum pendulum L., 1753 ";"FOR"
103235;"Hypecoum procumbens";"Hypecoum procumbens L., 1753 ";"FOR"
103237;"Hypecoum torulosum";"Hypecoum torulosum Ã….E.Dahl, 1989 ";"DD"
103245;"Hypericum androsaemum";"Hypericum androsaemum L., 1753 ";"MOY"
103246;"Hypericum australe";"Hypericum australe Ten., 1826 ";"FOR"
103260;"Hypericum coris";"Hypericum coris L., 1753 ";"MOY"
103261;"Hypericum corsicum";"Hypericum corsicum Godr., 1847 ";"TFO"
103272;"Hypericum elodes";"Hypericum elodes L., 1759 ";"FOR"
136737;"Hypericum hircinum subsp. hircinum";"Hypericum hircinum subsp. hircinum L., 1753 ";"FOR"
103287;"Hypericum hirsutum";"Hypericum hirsutum L., 1753 ";"MOY"
103288;"Hypericum humifusum";"Hypericum humifusum L., 1753 ";"MOY"
103289;"Hypericum hyssopifolium";"Hypericum hyssopifolium Chaix, 1785 ";"MOY"
103292;"Hypericum linariifolium";"Hypericum linariifolium Vahl, 1790 ";"MOY"
103298;"Hypericum maculatum";"Hypericum maculatum Crantz, 1763 ";"MOY"
136750;"Hypericum maculatum subsp. maculatum";"Hypericum maculatum subsp. maculatum Crantz,  1763 ";"MOY"
136751;"Hypericum maculatum subsp. obtusiusculum";"Hypericum maculatum subsp. obtusiusculum  (Tourlet) Hayek, 1912 ";"DD"
103301;"Hypericum montanum";"Hypericum montanum L., 1755 ";"FAI"
103308;"Hypericum nummularium";"Hypericum nummularium L., 1753 ";"MOY"
103315;"Hypericum perfoliatum";"Hypericum perfoliatum L., 1767 ";"FOR"
103316;"Hypericum perforatum";"Hypericum perforatum L., 1753 ";"FAI"
103320;"Hypericum pulchrum";"Hypericum pulchrum L., 1753 ";"MOY"
136771;"Hypericum richeri subsp. burseri";"Hypericum richeri subsp. burseri (DC.) Nyman, 1878 ";"FOR"
136772;"Hypericum richeri subsp. richeri";"Hypericum richeri subsp. richeri Vill., 1779 ";"MOY"
103329;"Hypericum tetrapterum";"Hypericum tetrapterum Fr., 1823 ";"MOY"
103330;"Hypericum tomentosum";"Hypericum tomentosum L., 1753 ";"FOR"
103352;"Hypochaeris achyrophorus";"Hypochaeris achyrophorus L., 1753 ";"MOY"
103360;"Hypochaeris cretensis";"Hypochaeris cretensis (L.) Bory & Chaub., 1832 ";"MOY"
103364;"Hypochaeris glabra";"Hypochaeris glabra L., 1753 ";"MOY"
103369;"Hypochaeris maculata";"Hypochaeris maculata L., 1753 ";"FAI"
103375;"Hypochaeris radicata";"Hypochaeris radicata L., 1753 ";"MOY"
103376;"Hypochaeris robertia";"Hypochaeris robertia Fiori, 1910 ";"MOY"
103383;"Hypochaeris uniflora";"Hypochaeris uniflora Vill., 1779 ";"MOY"
103406;"Hyssopus officinalis";"Hyssopus officinalis L., 1753 ";"MOY"
103406;"Hyssopus officinalis subsp. aristatus";"Hyssopus officinalis subsp. aristatus (Godr.) Nyman,  1881 ";"FOR"
103406;"Hyssopus officinalis subsp. canescens";"Hyssopus officinalis subsp. canescens (DC.) Nyman, 1881 ";"DD"
103406;"Hyssopus officinalis subsp. officinalis";"Hyssopus officinalis subsp. officinalis L., 1753 ";"DD"
103415;"Iberis amara";"Iberis amara L., 1753 ";"MOY"
103420;"Iberis aurosica";"Iberis aurosica Chaix, 1785 ";"FOR"
103433;"Iberis ciliata";"Iberis ciliata All., 1789 ";"FOR"
136812;"Iberis intermedia subsp. violletii";"Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.)  Rouy & Foucaud, 1895 ";"FOR"
136819;"Iberis linifolia subsp. linifolia";"Iberis linifolia subsp. linifolia L., 1759 ";"MOY"
136822;"Iberis linifolia subsp. stricta";"Iberis linifolia subsp. stricta (Jord.) Rouy & Foucaud,  1895 ";"DD"
103469;"Iberis nana";"Iberis nana All., 1789 ";"FOR"
103478;"Iberis pinnata";"Iberis pinnata L., 1755 ";"MOY"
103492;"Iberis saxatilis";"Iberis saxatilis L., 1756 ";"MOY"
103494;"Iberis sempervirens";"Iberis sempervirens L., 1753 ";"MOY"
103497;"Iberis spathulata";"Iberis spathulata J.P.Bergeret ex DC., 1805 ";"MOY"
103502;"Iberis umbellata";"Iberis umbellata L., 1753 ";"MOY"
103514;"Ilex aquifolium";"Ilex aquifolium L., 1753 ";"MOY"
103536;"Illecebrum verticillatum";"Illecebrum verticillatum L., 1753 ";"FOR"
103553;"Impatiens noli-tangere";"Impatiens noli-tangere L., 1753 ";"MOY"
103562;"Imperata cylindrica";"Imperata cylindrica (L.) Raeusch., 1797 ";"MOY"
103578;"Imperatoria ostruthium";"Imperatoria ostruthium L., 1753 ";"MOY"
103596;"Inula bifrons";"Inula bifrons (L.) L., 1763 ";"MOY"
103598;"Inula britannica";"Inula britannica L., 1753 ";"FOR"
945856;"Inula conyzae";"Inula conyza DC., 1836 ";"MOY"
103626;"Inula helenioides";"Inula helenioides DC., 1815 ";"FOR"
103628;"Inula helvetica";"Inula helvetica Weber, 1784 ";"FOR"
103631;"Inula hirta";"Inula hirta L., 1753 ";"MOY"
103639;"Inula montana";"Inula montana L., 1753 ";"MOY"
103648;"Inula salicina";"Inula salicina L., 1753 ";"MOY"
103651;"Inula spiraeifolia";"Inula spiraeifolia L., 1759 ";"MOY"
717275;"Ionopsidium glastifolium";"Ionopsidium glastifolium (L.) M.Koch, 2012 ";"FOR"
103693;"Ipomoea sagittata";"Ipomoea sagittata Poir., 1789 ";"FOR"
103734;"Iris foetidissima";"Iris foetidissima L., 1753 ";"MOY"
103737;"Iris germanica";"Iris germanica L., 1753 ";"DD"
103738;"Iris graminea";"Iris graminea L., 1753 ";"FOR"
103746;"Iris latifolia";"Iris latifolia (Mill.) Voss, 1895 ";"FOR"
103749;"Iris lutescens";"Iris lutescens Lam., 1789 ";"MOY"
103772;"Iris pseudacorus";"Iris pseudacorus L., 1753 ";"MOY"
717276;"Iris reichenbachiana";"Iris reichenbachiana Klatt, 1866 ";"FOR"
103800;"Iris xiphium";"Iris xiphium L., 1753 ";"TFO"
103803;"Isatis alpina";"Isatis alpina Vill., 1779 ";"MOY"
103817;"Isatis tinctoria";"Isatis tinctoria L., 1753 ";"FAI"
NA;"NOMATCH";"Isoetes duriei Bory, 1844 ";"FOR"
103841;"Isoetes echinospora";"Isoetes echinospora Durieu, 1861 ";"MOY"
103842;"Isoetes histrix";"Isoetes histrix Bory, 1844 ";"MOY"
103843;"Isoetes lacustris";"Isoetes lacustris L., 1753 ";"MOY"
103843;"Isoetes setacea";"Isoetes setacea Lam., 1789 ";"TFO"
161103;"Isoetes velata subsp. velata";"Isoetes velata subsp. velata A.Braun, 1850 ";"FOR"
103857;"Isolepis cernua";"Isolepis cernua (Vahl) Roem. & Schult., 1817 ";"MOY"
103887;"Isolepis pseudosetacea";"Isolepis pseudosetacea (Daveau) Vasc., 1970 ";"TFO"
103898;"Isolepis setacea";"Isolepis setacea (L.) R.Br., 1810 ";"MOY"
103917;"Isopyrum thalictroides";"Isopyrum thalictroides L., 1753 ";"MOY"
103985;"Jacobaea adonidifolia";"Jacobaea adonidifolia (Loisel.) MÃ©rat, 1812 ";"MOY"
103987;"Jacobaea aquatica";"Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb.,  1801 ";"TFO"
610644;"Jacobaea erratica";"Jacobaea erratica (Bertol.) Fourr., 1868 ";"MOY"
103991;"Jacobaea erucifolia";"Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb.,  1801 ";"MOY"
610642;"Jacobaea incana";"Jacobaea incana (L.) Veldkamp, 2006 ";"MOY"
610647;"Jacobaea leucophylla";"Jacobaea leucophylla (DC.) Pelser, 2006 ";"FOR"
610643;"Jacobaea maritima";"Jacobaea maritima (L.) Pelser & Meijden, 2005 ";"MOY"
718238;"Jacobaea paludosa subsp. angustifolia";"Jacobaea paludosa subsp. angustifolia (Holub)  B.Nord. & Greuter, 2006 ";"FOR"
610654;"Jacobaea persoonii";"Jacobaea persoonii (De Not.) Pelser, 2006 ";"TFO"
610646;"Jacobaea vulgaris";"Jacobaea vulgaris Gaertn., 1791 ";"MOY"
136884;"Jasione crispa subsp. crispa";"Jasione crispa subsp. crispa (Pourr.) Samp., 1921 ";"MOY"
104018;"Jasione laevis";"Jasione laevis Lam., 1779 ";"MOY"
104022;"Jasione montana";"Jasione montana L., 1753 ";"MOY"
104036;"Jasminum fruticans";"Jasminum fruticans L., 1753 ";"MOY"
104052;"Jasonia tuberosa";"Jasonia tuberosa (L.) DC., 1836 ";"FOR"
104076;"Juglans regia";"Juglans regia L., 1753 ";"MOY"
104101;"Juncus acutiflorus";"Juncus acutiflorus Ehrh. ex Hoffm., 1791 ";"MOY"
104104;"Juncus acutus";"Juncus acutus L., 1753 ";"MOY"
136899;"Juncus alpinoarticulatus subsp. alpinoarticulatus";"Juncus alpinoarticulatus subsp. alpinoarticulatus  Chaix, 1785 ";"MOY"
136899;"Juncus alpinoarticulatus subsp. fuscoater";"Juncus alpinoarticulatus subsp. fuscoater (Schreb.)  O.Schwarz, 1949 ";"MOY"
104115;"Juncus anceps";"Juncus anceps Laharpe, 1827 ";"TFO"
104123;"Juncus arcticus";"Juncus arcticus Willd., 1799 ";"MOY"
104126;"Juncus articulatus";"Juncus articulatus L., 1753 ";"MOY"
136919;"Juncus balticus subsp. pyrenaeus";"Juncus balticus subsp. pyrenaeus (Timb.-Lagr.)  P.Fourn., 1935 ";"TFO"
104144;"Juncus bufonius";"Juncus bufonius L., 1753 ";"MOY"
104145;"Juncus bulbosus";"Juncus bulbosus L., 1753 ";"MOY"
104145;"Juncus bulbosus subsp. bulbosus";"Juncus bulbosus subsp. bulbosus L., 1753 ";"MOY"
104145;"Juncus bulbosus subsp. kochii";"Juncus bulbosus subsp. kochii (F.W.Schultz) Reichg.,  1964 ";"DD"
104148;"Juncus capitatus";"Juncus capitatus Weigel, 1772 ";"MOY"
104155;"Juncus compressus";"Juncus compressus Jacq., 1762 ";"MOY"
104160;"Juncus conglomeratus";"Juncus conglomeratus L., 1753 ";"MOY"
104173;"Juncus effusus";"Juncus effusus L., 1753 ";"MOY"
104183;"Juncus filiformis";"Juncus filiformis L., 1753 ";"MOY"
104189;"Juncus foliosus";"Juncus foliosus Desf., 1798 ";"DD"
104192;"Juncus fontanesii";"Juncus fontanesii J.Gay, 1827 ";"FOR"
104196;"Juncus gerardi";"Juncus gerardi Loisel., 1809 ";"MOY"
104208;"Juncus heterophyllus";"Juncus heterophyllus Dufour, 1825 ";"TFO"
104212;"Juncus hybridus";"Juncus hybridus Brot., 1804 ";"FOR"
104214;"Juncus inflexus";"Juncus inflexus L., 1753 ";"MOY"
104221;"Juncus jacquinii";"Juncus jacquinii L., 1767 ";"MOY"
104235;"Juncus littoralis";"Juncus littoralis C.A.Mey., 1831 ";"FOR"
104246;"Juncus maritimus";"Juncus maritimus Lam., 1794 ";"MOY"
104302;"Juncus pygmaeus";"Juncus pygmaeus Rich. ex Thuill., 1799 ";"FOR"
771713;"Juncus ranarius";"Juncus ranarius Songeon & Perrier, 1860 ";"DD"
717280;"Juncus rechingeri";"Juncus rechingeri Snogerup, 1971 ";"DD"
104310;"Juncus requienii";"Juncus requienii Parl., 1857 ";"TFO"
104325;"Juncus sorrentinii";"Juncus sorrentinii Parl., 1857 ";"DD"
104329;"Juncus sphaerocarpus";"Juncus sphaerocarpus Nees, 1818 ";"MOY"
104334;"Juncus squarrosus";"Juncus squarrosus L., 1753 ";"MOY"
104337;"Juncus striatus";"Juncus striatus Schousb. ex E.Mey., 1822 ";"FOR"
104340;"Juncus subnodulosus";"Juncus subnodulosus Schrank, 1789 ";"MOY"
104341;"Juncus subulatus";"Juncus subulatus Forssk., 1775 ";"FOR"
104349;"Juncus tenageia";"Juncus tenageia Ehrh. ex L.f., 1782 ";"MOY"
1051137;"Juncus trifidus";"Juncus trifidus L., 1753 ";"MOY"
104363;"Juncus triglumis";"Juncus triglumis L., 1753 ";"MOY"
104397;"Juniperus communis";"Juniperus communis L., 1753 ";"FAI"
1039503;"Juniperus communis subsp. communis";"Juniperus communis subsp. communis L., 1753 ";"FAI"
1039639;"Juniperus communis subsp. hemisphaerica";"Juniperus communis subsp. hemisphaerica (C.Presl)  Arcang., 1882 ";"DD"
1039508;"Juniperus communis subsp. nana";"Juniperus communis subsp. nana (Hook.) Syme, 1868 ";"FAI"
104409;"Juniperus oxycedrus";"Juniperus oxycedrus L., 1753 ";"MOY"
104409;"Juniperus oxycedrus subsp. badia";"Juniperus oxycedrus subsp. badia (H.Gay) Debeaux,  1894 ";"DD"
104406;"Juniperus oxycedrus subsp. macrocarpa";"Juniperus oxycedrus subsp. macrocarpa (Sm.) Ball,  1878 ";"FOR"
104409;"Juniperus oxycedrus subsp. oxycedrus";"Juniperus oxycedrus subsp. oxycedrus L., 1753 ";"MOY"
104410;"Juniperus phoenicea";"Juniperus phoenicea L., 1753 ";"MOY"
104410;"Juniperus phoenicea subsp. phoenicea";"Juniperus phoenicea subsp. phoenicea L., 1753 ";"MOY"
104420;"Juniperus phoenicea subsp. turbinata";"Juniperus phoenicea subsp. turbinata (Guss.) Arcang.,  1882 ";"MOY"
104413;"Juniperus sabina";"Juniperus sabina L., 1753 ";"MOY"
104419;"Juniperus thurifera";"Juniperus thurifera L., 1753 ";"MOY"
610899;"Jurinea alata";"Jurinea alata Cass., 1822 ";"DD"
NA;"Puccinia jurineae-humilis";"Jurinea humilis (Desf.) DC., 1838 ";"MOY"
966398;"Kali australis";"Kali australis (R.Br.) Akhani & Roalson ";"MOY"
761945;"Kalmia procumbens";"Kalmia procumbens (L.) Gift, Kron & P.F.Stevens ex  Galasso, Banfi & F.Conti, 2005 ";"MOY"
104456;"Katapsuxis silaifolia";"Katapsuxis silaifolia (Jacq.) Raf., 1840 ";"MOY"
91852;"Kengia serotina";"Kengia serotina (L.) Packer, 1960 ";"MOY"
104488;"Kernera saxatilis";"Kernera saxatilis (L.) Sweet, 1827 ";"MOY"
104500;"Kickxia cirrhosa";"Kickxia cirrhosa (L.) Fritsch, 1897 ";"FOR"
104501;"Kickxia commutata";"Kickxia commutata (Bernh. ex Rchb.) Fritsch, 1897 ";"MOY"
104502;"Kickxia elatine";"Kickxia elatine (L.) Dumort., 1827 ";"MOY"
1020919;"Kickxia elatine subsp. crinita";"Kickxia elatine subsp. crinita (Mabille) Greuter, 1967 ";"DD"
104502;"Kickxia elatine subsp. elatine";"Kickxia elatine subsp. elatine (L.) Dumort., 1827 ";"DD"
104506;"Kickxia spuria";"Kickxia spuria (L.) Dumort., 1827 ";"MOY"
104506;"Kickxia spuria subsp. integrifolia";"Kickxia spuria subsp. integrifolia (Brot.) R.Fern., 1971 ";"DD"
104506;"Kickxia spuria subsp. spuria";"Kickxia spuria subsp. spuria (L.) Dumort., 1827 ";"DD"
717782;"Klasea lycopifolia";"Klasea lycopifolia (Vill.) Ã.LÃ¶ve & D.LÃ¶ve, 1961 ";"FOR"
717783;"Klasea nudicaulis";"Klasea nudicaulis (L.) Fourr. ";"MOY"
104516;"Knautia arvensis";"Knautia arvensis (L.) Coult., 1828 ";"FAI"
104517;"Knautia arvernensis";"Knautia arvernensis (Briq.) SzabÃ³, 1934 ";"MOY"
104518;"Knautia basaltica";"Knautia basaltica Chass. & SzabÃ³, 1934 ";"MOY"
998978;"Knautia collina";"Knautia collina Jord., 1848 ";"MOY"
104528;"Knautia dipsacifolia";"Knautia dipsacifolia (Host) Kreutzer, 1840 ";"MOY"
104537;"Knautia integrifolia";"Knautia integrifolia (L.) Bertol., 1836 ";"MOY"
104540;"Knautia lebrunii";"Knautia lebrunii J.Prudhomme, 1987 ";"TFO"
968246;"Knautia nevadensis";"Knautia nevadensis (SzabÃ³) SzabÃ³ ";"DD"
NA;"NOMATCH";"Knautia timeroyii subsp. carpophylax (Jord.) B.Bock,  2012 ";"DD"
104613;"Koeleria cenisia";"Koeleria cenisia Reut. ex E.Rev., 1873 ";"FOR"
104644;"Koeleria macrantha";"Koeleria macrantha (Ledeb.) Schult., 1824 ";"MOY"
104665;"Koeleria pyramidata";"Koeleria pyramidata (Lam.) P.Beauv., 1812 ";"FAI"
104680;"Koeleria vallesiana";"Koeleria vallesiana (Honck.) Gaudin, 1808 ";"MOY"
137041;"Koeleria vallesiana subsp. humilis";"Koeleria vallesiana subsp. humilis Braun-Blanq., 1945 ";"FOR"
137044;"Koeleria vallesiana subsp. vallesiana";"Koeleria vallesiana subsp. vallesiana (Honck.) Gaudin,  1808 ";"MOY"
883891;"Koenigia alpina";"Koenigia alpina (All.) T.M.Schust. & Reveal, 2015 ";"MOY"
101539;"Kosteletzkya pentacarpos";"Kosteletzkya pentacarpos (L.) Ledeb., 1842 ";"TFO"
104713;"Kundmannia sicula";"Kundmannia sicula (L.) DC., 1830 ";"FOR"
104715;"Laburnum alpinum";"Laburnum alpinum (Mill.) Bercht. & J.Presl, 1835 ";"MOY"
104716;"Laburnum anagyroides";"Laburnum anagyroides Medik., 1787 ";"MOY"
104734;"Lactuca alpina";"Lactuca alpina (L.) Benth. & Hook.f., 1876 ";"MOY"
610995;"Lactuca muralis";"Lactuca muralis (L.) Gaertn., 1791 ";"FAI"
104764;"Lactuca perennis";"Lactuca perennis L., 1753 ";"MOY"
610994;"Lactuca plumieri";"Lactuca plumieri (L.) Gren. & Godr., 1850 ";"MOY"
104766;"Lactuca quercina";"Lactuca quercina L., 1753 ";"FOR"
104767;"Lactuca ramosissima";"Lactuca ramosissima (All.) Gren. & Godr., 1850 ";"DD"
104770;"Lactuca saligna";"Lactuca saligna L., 1753 ";"MOY"
104775;"Lactuca serriola";"Lactuca serriola L., 1756 ";"FAI"
104781;"Lactuca tenerrima";"Lactuca tenerrima Pourr., 1788 ";"MOY"
137061;"Lactuca viminea subsp. chondrilliflora";"Lactuca viminea subsp. chondrilliflora (Boreau)  Bonnier, 1923 ";"MOY"
104787;"Lactuca virosa";"Lactuca virosa L., 1753 ";"MOY"
104841;"Lagurus ovatus";"Lagurus ovatus L., 1753 ";"MOY"
104845;"Lamarckia aurea";"Lamarckia aurea (L.) Moench, 1794 ";"MOY"
104854;"Lamium album";"Lamium album L., 1753 ";"MOY"
104855;"Lamium amplexicaule";"Lamium amplexicaule L., 1753 ";"MOY"
137070;"Lamium bifidum subsp. bifidum";"Lamium bifidum subsp. bifidum Cirillo, 1788 ";"MOY"
717285;"Lamium cyrneum";"Lamium cyrneum Paradis, 2012 ";"TFO"
104872;"Lamium flexuosum";"Lamium flexuosum Ten., 1815 ";"TFO"
161601;"Lamium galeobdolon subsp. flavidum";"Lamium galeobdolon subsp. flavidum (F.Herm.)  Ã.LÃ¶ve ";"MOY"
137073;"Lamium galeobdolon subsp. montanum";"Lamium galeobdolon subsp. montanum (Pers.) Hayek,  1929 ";"FAI"
104877;"Lamium garganicum";"Lamium garganicum L., 1763 ";"MOY"
1036608;"Lamium garganicum subsp. corsicum";"Lamium garganicum subsp. corsicum (Godr.)  Mennema, 1989 ";"TFO"
137076;"Lamium garganicum subsp. garganicum";"Lamium garganicum subsp. garganicum L., 1763 ";"MOY"
610998;"Lamium gevorense";"Lamium gevorense (GÃ³mez Hern.) GÃ³mez Hern. &  A.Pujadas, 2005 ";"TFO"
104879;"Lamium hybridum";"Lamium hybridum Vill., 1786 ";"MOY"
104889;"Lamium maculatum";"Lamium maculatum (L.) L., 1763 ";"FAI"
104903;"Lamium purpureum";"Lamium purpureum L., 1753 ";"MOY"
887007;"Lantana camara";"Lantana camara L., 1753 s.s. ";"DD"
610681;"Laphangium luteoalbum";"Laphangium luteoalbum (L.) Tzvelev, 1994 ";"MOY"
105010;"Lappula squarrosa";"Lappula squarrosa (Retz.) Dumort., 1827 ";"MOY"
105017;"Lapsana communis";"Lapsana communis L., 1753 ";"MOY"
105042;"Larix decidua";"Larix decidua Mill., 1768 ";"MOY"
105071;"Laserpitium gallicum";"Laserpitium gallicum L., 1753 ";"MOY"
137101;"Laserpitium halleri subsp. cynapiifolium";"Laserpitium halleri subsp. cynapiifolium (Viv. ex DC.)  P.Fourn., 1937 ";"FOR"
137102;"Laserpitium halleri subsp. halleri";"Laserpitium halleri subsp. halleri Crantz, 1767 ";"MOY"
105076;"Laserpitium latifolium";"Laserpitium latifolium L., 1753 ";"FAI"
105081;"Laserpitium nestleri";"Laserpitium nestleri Soy.-Will., 1828 ";"MOY"
137107;"Laserpitium prutenicum subsp. prutenicum";"Laserpitium prutenicum subsp. prutenicum L., 1753 ";"DD"
105092;"Laserpitium siler";"Laserpitium siler L., 1753 ";"MOY"
105145;"Lathraea clandestina";"Lathraea clandestina L., 1753 ";"MOY"
105148;"Lathraea squamaria";"Lathraea squamaria L., 1753 ";"MOY"
105154;"Lathyrus amphicarpos";"Lathyrus amphicarpos L., 1753 ";"FOR"
105159;"Lathyrus angulatus";"Lathyrus angulatus L., 1753 ";"MOY"
105161;"Lathyrus annuus";"Lathyrus annuus L., 1753 ";"MOY"
105162;"Lathyrus aphaca";"Lathyrus aphaca L., 1753 ";"MOY"
105168;"Lathyrus bauhinii";"Lathyrus bauhinii Genty, 1892 ";"FOR"
105175;"Lathyrus cicera";"Lathyrus cicera L., 1753 ";"MOY"
105177;"Lathyrus cirrhosus";"Lathyrus cirrhosus Ser., 1825 ";"FOR"
105178;"Lathyrus clymenum";"Lathyrus clymenum L., 1753 ";"MOY"
105189;"Lathyrus filiformis";"Lathyrus filiformis (Lam.) J.Gay, 1857 ";"MOY"
105199;"Lathyrus heterophyllus";"Lathyrus heterophyllus L., 1753 ";"MOY"
105201;"Lathyrus hirsutus";"Lathyrus hirsutus L., 1753 ";"MOY"
105204;"Lathyrus inconspicuus";"Lathyrus inconspicuus L., 1753 ";"MOY"
105211;"Lathyrus latifolius";"Lathyrus latifolius L., 1753 ";"MOY"
105214;"Lathyrus linifolius";"Lathyrus linifolius (Reichard) BÃ¤ssler, 1971 ";"MOY"
105230;"Lathyrus niger";"Lathyrus niger (L.) Bernh., 1800 ";"MOY"
105232;"Lathyrus nissolia";"Lathyrus nissolia L., 1753 ";"MOY"
611009;"Lathyrus ochraceus";"Lathyrus ochraceus Kitt., 1844 ";"MOY"
105236;"Lathyrus ochrus";"Lathyrus ochrus (L.) DC., 1805 ";"MOY"
105239;"Lathyrus palustris";"Lathyrus palustris L., 1753 ";"FOR"
105247;"Lathyrus pratensis";"Lathyrus pratensis L., 1753 ";"MOY"
105256;"Lathyrus sativus";"Lathyrus sativus L., 1753 ";"FOR"
105260;"Lathyrus setifolius";"Lathyrus setifolius L., 1753 ";"MOY"
105261;"Lathyrus sphaericus";"Lathyrus sphaericus Retz., 1783 ";"MOY"
105266;"Lathyrus sylvestris";"Lathyrus sylvestris L., 1753 ";"MOY"
105273;"Lathyrus tuberosus";"Lathyrus tuberosus L., 1753 ";"MOY"
105279;"Lathyrus venetus";"Lathyrus venetus (Mill.) Wohlf., 1892 ";"MOY"
105280;"Lathyrus vernus";"Lathyrus vernus (L.) Bernh., 1800 ";"MOY"
105295;"Laurus nobilis";"Laurus nobilis L., 1753 ";"MOY"
105297;"Lavandula angustifolia subsp. angustifolia";"Lavandula angustifolia subsp. angustifolia Mill., 1768 ";"MOY"
105316;"Lavandula angustifolia subsp. pyrenaica";"Lavandula angustifolia subsp. pyrenaica (DC.) Guinea,  1972 ";"FOR"
105312;"Lavandula latifolia";"Lavandula latifolia Medik., 1784 ";"MOY"
105321;"Lavandula stoechas";"Lavandula stoechas L., 1753 ";"MOY"
105400;"Leersia oryzoides";"Leersia oryzoides (L.) Sw., 1788 ";"MOY"
