"CD_NOM";"NOM_VALIDE";"NOM_CITE";"ENJEU_CONSERVATION"
95122;"Diplotaxis muralis";"Diplotaxis muralis (L.) DC., 1821 ";"MOY"
95136;"Diplotaxis tenuifolia";"Diplotaxis tenuifolia (L.) DC., 1821 ";"MOY"
95141;"Diplotaxis viminea";"Diplotaxis viminea (L.) DC., 1821 ";"MOY"
95147;"Dipsacus ferox";"Dipsacus ferox Loisel., 1807 ";"MOY"
95149;"Dipsacus fullonum";"Dipsacus fullonum L., 1753 ";"MOY"
95151;"Dipsacus laciniatus";"Dipsacus laciniatus L., 1753 ";"FOR"
95154;"Dipsacus pilosus";"Dipsacus pilosus L., 1753 ";"MOY"
95186;"Dittrichia graveolens";"Dittrichia graveolens (L.) Greuter, 1973 ";"MOY"
95187;"Dittrichia viscosa";"Dittrichia viscosa (L.) Greuter, 1973 ";"MOY"
95209;"Doronicum austriacum";"Doronicum austriacum Jacq., 1774 ";"MOY"
95215;"Doronicum clusii";"Doronicum clusii (All.) Tausch, 1828 ";"MOY"
95221;"Doronicum corsicum";"Doronicum corsicum (Loisel.) Poir., 1812 ";"FOR"
95225;"Doronicum grandiflorum";"Doronicum grandiflorum Lam., 1786 ";"MOY"
95239;"Doronicum pardalianches";"Doronicum pardalianches L., 1753 ";"MOY"
95240;"Doronicum plantagineum";"Doronicum plantagineum L., 1753 ";"MOY"
95285;"Dorycnopsis gerardi";"Dorycnopsis gerardi (L.) Boiss., 1840 ";"MOY"
95289;"Draba aizoides";"Draba aizoides L., 1767 ";"MOY"
95312;"Draba dubia";"Draba dubia Suter, 1807 ";"MOY"
95313;"Draba fladnizensis";"Draba fladnizensis Wulfen, 1779 ";"MOY"
95323;"Draba incana";"Draba incana L., 1753 ";"MOY"
95333;"Draba loiseleurii";"Draba loiseleurii Boiss., 1854 ";"FOR"
95337;"Draba muralis";"Draba muralis L., 1753 ";"FAI"
95340;"Draba nemorosa";"Draba nemorosa L., 1753 ";"MOY"
95356;"Draba siliquosa";"Draba siliquosa M.Bieb., 1808 ";"MOY"
95365;"Draba subnivalis";"Draba subnivalis Braun-Blanq., 1945 ";"FOR"
95368;"Draba tomentosa";"Draba tomentosa Clairv., 1811 ";"MOY"
95372;"Draba verna";"Draba verna L., 1753 ";"MOY"
95398;"Dracocephalum austriacum";"Dracocephalum austriacum L., 1753 ";"MOY"
95407;"Dracocephalum ruyschiana";"Dracocephalum ruyschiana L., 1753 ";"MOY"
95438;"Drosera intermedia";"Drosera intermedia Hayne, 1798 ";"MOY"
95442;"Drosera rotundifolia";"Drosera rotundifolia L., 1753 ";"MOY"
95461;"Dryas octopetala";"Dryas octopetala L., 1753 ";"FAI"
95462;"Drymocallis rupestris";"Drymocallis rupestris (L.) SojÃ¡k, 1989 ";"MOY"
923072;"Drymocallis rupestris subsp. corsica";"Drymocallis rupestris subsp. corsica (Lehm.) SojÃ¡k,  1989 ";"FOR"
95462;"Drymocallis rupestris subsp. rupestris";"Drymocallis rupestris subsp. rupestris (L.) SojÃ¡k, 1989 ";"MOY"
95463;"Drymochloa sylvatica";"Drymochloa sylvatica (Pollich) Holub, 1984 ";"MOY"
95547;"Dryopteris affinis";"Dryopteris affinis (Lowe) Fraser-Jenk., 1979 ";"MOY"
1038740;"Dryopteris affinis subsp. affinis";"Dryopteris affinis subsp. affinis (Lowe) Fraser-Jenk.,  1979 ";"DD"
1038698;"Dryopteris affinis subsp. borreri";"Dryopteris affinis subsp. borreri (Newman) Fraser-  Jenk., 1980 ";"DD"
95557;"Dryopteris affinis subsp. cambrensis";"Dryopteris affinis subsp. cambrensis Fraser-Jenk.,  1987 ";"MOY"
789257;"Dryopteris affinis subsp. pseudodisjuncta";"Dryopteris affinis subsp. pseudodisjuncta (Oberh. &  Tavel ex Fraser-Jenk.) Fraser-Jenk., 1995 ";"MOY"
95550;"Dryopteris ardechensis";"Dryopteris ardechensis Fraser-Jenk., 1981 ";"FOR"
95558;"Dryopteris carthusiana";"Dryopteris carthusiana (Vill.) H.P.Fuchs, 1959 ";"MOY"
95563;"Dryopteris dilatata";"Dryopteris dilatata (Hoffm.) A.Gray, 1848 ";"MOY"
95566;"Dryopteris expansa";"Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy,  1977 ";"MOY"
95567;"Dryopteris filix-mas";"Dryopteris filix-mas (L.) Schott, 1834 ";"FAI"
95581;"Dryopteris oreades";"Dryopteris oreades Fomin, 1911 ";"MOY"
133983;"Dryopteris pallida subsp. pallida";"Dryopteris pallida subsp. pallida (Bory) Maire &  Petitm., 1908 ";"MOY"
95589;"Dryopteris remota";"Dryopteris remota (A.Braun ex DÃ¶ll) Druce, 1908 ";"FOR"
959103;"Dryopteris submontana";"Dryopteris submontana (Fraser-Jenk. & Jermy) Fraser-  Jenk., 1977 ";"MOY"
95601;"Dryopteris tyrrhena";"Dryopteris tyrrhena Fraser-Jenk. & Reichst., 1975 ";"FOR"
95602;"Dryopteris villarii";"Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell.,  1915 ";"MOY"
611755;"Dysphania botrys";"Dysphania botrys (L.) Mosyakin & Clemants, 2002 ";"MOY"
95662;"Ecballium elaterium";"Ecballium elaterium (L.) A.Rich., 1824 ";"MOY"
95666;"Echinaria capitata";"Echinaria capitata (L.) Desf., 1799 ";"MOY"
95671;"Echinochloa crus-galli";"Echinochloa crus-galli (L.) P.Beauv., 1812 ";"MOY"
95697;"Echinophora spinosa";"Echinophora spinosa L., 1753 ";"FOR"
95709;"Echinops ritro";"Echinops ritro L., 1753 ";"MOY"
95713;"Echinops sphaerocephalus";"Echinops sphaerocephalus L., 1753 ";"MOY"
95741;"Echium asperrimum";"Echium asperrimum Lam., 1792 ";"MOY"
95771;"Echium calycinum";"Echium calycinum Viv., 1804 ";"FOR"
95749;"Echium creticum";"Echium creticum L., 1753 ";"MOY"
95758;"Echium italicum";"Echium italicum L., 1753 ";"MOY"
909401;"Echium montenielluense";"Echium montenielluense Delage, 2018 ";"DD"
95774;"Echium plantagineum";"Echium plantagineum L., 1771 ";"MOY"
95786;"Echium sabulicola";"Echium sabulicola Pomel, 1874 ";"FOR"
95793;"Echium vulgare";"Echium vulgare L., 1753 ";"MOY"
95844;"Elaeoselinum meoides";"Elaeoselinum meoides (Desf.) Koch ex DC., 1830 ";"MOY"
95847;"Elatine alsinastrum";"Elatine alsinastrum L., 1753 ";"TFO"
95848;"Elatine brochonii";"Elatine brochonii Clavaud, 1883 ";"TFO"
95858;"Elatine hexandra";"Elatine hexandra (Lapierre) DC., 1808 ";"FOR"
95864;"Elatine macropoda";"Elatine macropoda Guss., 1827 ";"TFO"
95877;"Elatine triandra";"Elatine triandra Schkuhr, 1791 ";"FOR"
95889;"Eleocharis acicularis";"Eleocharis acicularis (L.) Roem. & Schult., 1817 ";"FOR"
134053;"Eleocharis mamillata subsp. austriaca";"Eleocharis mamillata subsp. austriaca (Hayek)  Strandh., 1965 ";"DD"
612461;"Eleocharis mamillata subsp. mamillata";"Eleocharis mamillata subsp. mamillata H.Lindb., 1902 ";"DD"
95916;"Eleocharis multicaulis";"Eleocharis multicaulis (Sm.) Desv., 1818 ";"FOR"
95919;"Eleocharis ovata";"Eleocharis ovata (Roth) Roem. & Schult., 1817 ";"DD"
95922;"Eleocharis palustris";"Eleocharis palustris (L.) Roem. & Schult., 1817 ";"MOY"
134060;"Eleocharis palustris subsp. palustris";"Eleocharis palustris subsp. palustris (L.) Roem. &  Schult., 1817 ";"DD"
612462;"Eleocharis palustris subsp. waltersii";"Eleocharis palustris subsp. waltersii BureÅ¡ &  Danihelka, 2008 ";"DD"
95927;"Eleocharis quinqueflora";"Eleocharis quinqueflora (Hartmann) O.Schwarz, 1949 ";"MOY"
95933;"Eleocharis uniglumis";"Eleocharis uniglumis (Link) Schult., 1824 ";"MOY"
95992;"Elymus caninus";"Elymus caninus (L.) L., 1755 ";"FAI"
96025;"Elytrigia acuta";"Elytrigia acuta (DC.) Tzvelev, 1973 ";"MOY"
96030;"Elytrigia campestris";"Elytrigia campestris (Godr. & Gren.) KerguÃ©len ex  Carreras, 1986 ";"MOY"
96031;"Elytrigia corsica";"Elytrigia corsica (Hack.) Holub, 1977 ";"TFO"
96032;"Elytrigia elongata";"Elytrigia elongata (Host) Nevski, 1936 ";"FOR"
96034;"Elytrigia intermedia";"Elytrigia intermedia (Host) Nevski, 1933 ";"MOY"
134082;"Elytrigia intermedia subsp. intermedia";"Elytrigia intermedia subsp. intermedia (Host) Nevski,  1933 ";"MOY"
134084;"Elytrigia intermedia subsp. pouzolzii";"Elytrigia intermedia subsp. pouzolzii (Godr.) Ã.LÃ¶ve,  1984 ";"DD"
134087;"Elytrigia juncea subsp. juncea";"Elytrigia juncea subsp. juncea (L.) Nevski, 1936 ";"FOR"
96046;"Elytrigia repens";"Elytrigia repens (L.) Desv. ex Nevski, 1934 ";"MOY"
96047;"Elytrigia scirpea";"Elytrigia scirpea (C.Presl) Holub, 1973 ";"FOR"
134095;"Empetrum nigrum subsp. hermaphroditum";"Empetrum nigrum subsp. hermaphroditum (Hagerup)  BÃ¶cher, 1952 ";"MOY"
96079;"Endressia pyrenaica";"Endressia pyrenaica (J.Gay ex DC.) J.Gay, 1832 ";"FOR"
96101;"Ephedra distachya";"Ephedra distachya L., 1753 ";"MOY"
134101;"Ephedra distachya subsp. distachya";"Ephedra distachya subsp. distachya L., 1753 ";"FOR"
718346;"Ephedra distachya subsp. helvetica";"Ephedra distachya subsp. helvetica (C.A.Mey.) Asch. &  Graebn., 1897 ";"TFO"
96106;"Ephedra major";"Ephedra major Host, 1831 ";"MOY"
96119;"Epikeros pyrenaeus";"Epikeros pyrenaeus (L.) Raf., 1840 ";"MOY"
96127;"Epilobium alpestre";"Epilobium alpestre (Jacq.) Krock., 1787 ";"MOY"
96130;"Epilobium alsinifolium";"Epilobium alsinifolium Vill., 1779 ";"MOY"
96134;"Epilobium anagallidifolium";"Epilobium anagallidifolium Lam., 1786 ";"MOY"
90483;"Epilobium angustifolium";"Epilobium angustifolium L., 1753 ";"FAI"
96150;"Epilobium collinum";"Epilobium collinum C.C.Gmel., 1826 ";"MOY"
1019304;"Epilobium dodonaei subsp. dodonaei";"Epilobium dodonaei subsp. dodonaei Vill., 1779 ";"MOY"
1019302;"Epilobium dodonaei subsp. fleischeri";"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz  & Thell., 1923 ";"MOY"
1019304;"Epilobium dodonaei";"Epilobium dodonaei Vill., 1779 ";"MOY"
96165;"Epilobium duriaei";"Epilobium duriaei J.Gay ex Godr., 1849 ";"MOY"
96180;"Epilobium hirsutum";"Epilobium hirsutum L., 1753 ";"MOY"
96191;"Epilobium lanceolatum";"Epilobium lanceolatum Sebast. & Mauri, 1818 ";"MOY"
96208;"Epilobium montanum";"Epilobium montanum L., 1753 ";"FAI"
96218;"Epilobium nutans";"Epilobium nutans F.W.Schmidt, 1794 ";"MOY"
96220;"Epilobium obscurum";"Epilobium obscurum Schreb., 1771 ";"MOY"
96226;"Epilobium palustre";"Epilobium palustre L., 1753 ";"MOY"
96229;"Epilobium parviflorum";"Epilobium parviflorum Schreb., 1771 ";"MOY"
96251;"Epilobium roseum";"Epilobium roseum Schreb., 1771 ";"MOY"
96271;"Epilobium tetragonum";"Epilobium tetragonum L., 1753 ";"MOY"
134129;"Epilobium tetragonum subsp. lamyi";"Epilobium tetragonum subsp. lamyi (F.W.Schultz)  Nyman, 1879 ";"DD"
134131;"Epilobium tetragonum subsp. tetragonum";"Epilobium tetragonum subsp. tetragonum L., 1753 ";"MOY"
134132;"Epilobium tetragonum subsp. tournefortii";"Epilobium tetragonum subsp. tournefortii (Michalet)  H.LÃ©v., 1896 ";"DD"
96432;"Epipactis atrorubens";"Epipactis atrorubens (Hoffm.) Besser, 1809 ";"FAI"
96439;"Epipactis distans";"Epipactis distans Arv.-Touv., 1872 ";"MOY"
521628;"Epipactis exilis";"Epipactis exilis P.Delforge, 2004 ";"MOY"
96468;"Epipactis fageticola";"Epipactis fageticola (C.E.Hermos.) Devillers-Tersch. &  Devillers, 1999 ";"DD"
96443;"Epipactis fibri";"Epipactis fibri Scappat. & Robatsch, 1995 ";"TFO"
96447;"Epipactis helleborine";"Epipactis helleborine (L.) Crantz, 1769 ";"FAI"
134141;"Epipactis helleborine subsp. helleborine";"Epipactis helleborine subsp. helleborine (L.) Crantz,  1769 ";"FAI"
612463;"Epipactis helleborine subsp. lusitanica";"Epipactis helleborine subsp. lusitanica (D.Tyteca) J.-  M.Tison, 2010 ";"FOR"
134141;"Epipactis helleborine subsp. minor";"Epipactis helleborine subsp. minor (Engel) Engel, 1992 1 ";"MOY"
134147;"Epipactis helleborine subsp. tremolsii";"Epipactis helleborine subsp. tremolsii (Pau) E.Klein,  1979 ";"MOY"
521630;"Epipactis kleinii";"Epipactis kleinii M.B.Crespo, M.R.Lowe & Piera, 2001 ";"FOR"
96449;"Epipactis leptochila";"Epipactis leptochila (Godfery) Godfery, 1921 ";"MOY"
134159;"Epipactis leptochila subsp. leptochila";"Epipactis leptochila subsp. leptochila (Godfery)  Godfery, 1921 ";"MOY"
612465;"Epipactis leptochila subsp. provincialis";"Epipactis leptochila subsp. provincialis (Aubenas &  Robatsch) J.-M.Tison, 2010 ";"FOR"
96454;"Epipactis microphylla";"Epipactis microphylla (Ehrh.) Sw., 1800 ";"MOY"
96456;"Epipactis muelleri";"Epipactis muelleri Godfery, 1921 ";"MOY"
96465;"Epipactis palustris";"Epipactis palustris (L.) Crantz, 1769 ";"MOY"
96469;"Epipactis placentina";"Epipactis placentina Bongiorni & GrÃ¼nanger, 1993 ";"MOY"
96471;"Epipactis purpurata";"Epipactis purpurata Sm., 1828 ";"FOR"
96476;"Epipactis rhodanensis";"Epipactis rhodanensis GÃ©vaudan & Robatsch, 1994 ";"FOR"
96499;"Epipogium aphyllum";"Epipogium aphyllum Sw., 1814 ";"MOY"
96508;"Equisetum arvense";"Equisetum arvense L., 1753 ";"MOY"
96519;"Equisetum fluviatile";"Equisetum fluviatile L., 1753 ";"MOY"
96523;"Equisetum hyemale";"Equisetum hyemale L., 1753 ";"MOY"
96534;"Equisetum palustre";"Equisetum palustre L., 1753 ";"MOY"
96539;"Equisetum ramosissimum";"Equisetum ramosissimum Desf., 1799 ";"MOY"
96545;"Equisetum sylvaticum";"Equisetum sylvaticum L., 1753 ";"MOY"
96546;"Equisetum telmateia";"Equisetum telmateia Ehrh., 1783 ";"MOY"
762284;"Equisetum variegatum";"Equisetum variegatum Schleich. ex F.Weber &  D.Mohr, 1807 ";"MOY"
96580;"Eragrostis barrelieri";"Eragrostis barrelieri Daveau, 1894 ";"MOY"
96585;"Eragrostis cilianensis";"Eragrostis cilianensis (All.) Vignolo ex Janch., 1907 ";"MOY"
96613;"Eragrostis minor";"Eragrostis minor Host, 1809 ";"MOY"
96628;"Eragrostis pilosa";"Eragrostis pilosa (L.) P.Beauv., 1812 ";"MOY"
96648;"Eranthis hyemalis";"Eranthis hyemalis (L.) Salisb., 1807 ";"MOY"
96659;"Erica arborea";"Erica arborea L., 1753 ";"MOY"
96664;"Erica carnea";"Erica carnea L., 1753 ";"MOY"
96667;"Erica cinerea";"Erica cinerea L., 1753 ";"MOY"
96683;"Erica multiflora";"Erica multiflora L., 1753 ";"MOY"
96691;"Erica scoparia";"Erica scoparia L., 1753 ";"MOY"
96694;"Erica terminalis";"Erica terminalis Salisb., 1796 ";"MOY"
96698;"Erica vagans";"Erica vagans L., 1770 ";"DD"
611688;"Erigeron acris";"Erigeron acris L., 1753 ";"MOY"
612619;"Erigeron acris subsp. acris";"Erigeron acris subsp. acris L., 1753 ";"MOY"
612620;"Erigeron acris subsp. angulosus";"Erigeron acris subsp. angulosus (Gaudin) Vacc., 1909 ";"MOY"
612622;"Erigeron acris subsp. serotinus";"Erigeron acris subsp. serotinus (Weihe ex Rchb.)  Greuter, 2003 ";"DD"
96736;"Erigeron alpinus";"Erigeron alpinus L., 1753 ";"MOY"
96742;"Erigeron atticus";"Erigeron atticus Vill., 1788 ";"MOY"
96761;"Erigeron glabratus";"Erigeron glabratus Hoppe & Hornsch. ex Bluff &  Fingerh., 1825 ";"MOY"
96790;"Erigeron neglectus";"Erigeron neglectus A.Kern., 1871 ";"MOY"
96793;"Erigeron paolii";"Erigeron paolii Gamisans, 1977 ";"FOR"
96805;"Erigeron schleicheri";"Erigeron schleicheri Gremli, 1886 ";"MOY"
96816;"Erigeron uniflorus";"Erigeron uniflorus L., 1753 ";"MOY"
134218;"Erigeron uniflorus subsp. aragonensis";"Erigeron uniflorus subsp. aragonensis (Vierh.) O.BolÃ²s  & Vigo, 1983 ";"MOY"
134221;"Erigeron uniflorus subsp. uniflorus";"Erigeron uniflorus subsp. uniflorus L., 1753 ";"MOY"
96829;"Erinacea anthyllis";"Erinacea anthyllis Link, 1831 ";"MOY"
96834;"Erinus alpinus";"Erinus alpinus L., 1753 ";"MOY"
96844;"Eriophorum angustifolium";"Eriophorum angustifolium Honck., 1782 ";"MOY"
96851;"Eriophorum gracile";"Eriophorum gracile Koch ex Roth, 1806 ";"MOY"
96852;"Eriophorum latifolium";"Eriophorum latifolium Hoppe, 1800 ";"MOY"
96859;"Eriophorum scheuchzeri";"Eriophorum scheuchzeri Hoppe, 1800 ";"MOY"
96861;"Eriophorum vaginatum";"Eriophorum vaginatum L., 1753 ";"MOY"
96872;"Eritrichium nanum";"Eritrichium nanum (L.) Schrad. ex Gaudin, 1828 ";"MOY"
96876;"Erodium acaule";"Erodium acaule (L.) Bech. & Thell., 1928 ";"MOY"
96887;"Erodium botrys";"Erodium botrys (Cav.) Bertol., 1817 ";"MOY"
96893;"Erodium chium";"Erodium chium (L.) Willd., 1794 ";"FOR"
96894;"Erodium ciconium";"Erodium ciconium (L.) L'HÃ©r., 1789 ";"MOY"
96895;"Erodium cicutarium";"Erodium cicutarium (L.) L'HÃ©r., 1789 ";"MOY"
619409;"Erodium cicutarium subsp. bipinnatum";"Erodium cicutarium subsp. bipinnatum (Cav.) Tourlet,  1907 ";"FOR"
134238;"Erodium cicutarium subsp. cicutarium";"Erodium cicutarium subsp. cicutarium (L.) L'HÃ©r., 1789 2 ";"MOY"
96897;"Erodium corsicum";"Erodium corsicum LÃ©man, 1805 ";"TFO"
96902;"Erodium foetidum";"Erodium foetidum (L.) L'HÃ©r., 1802 ";"FOR"
96904;"Erodium glandulosum";"Erodium glandulosum (Cav.) Willd., 1800 ";"MOY"
96911;"Erodium laciniatum";"Erodium laciniatum (Cav.) Willd., 1800 ";"TFO"
96919;"Erodium malacoides";"Erodium malacoides (L.) L'HÃ©r., 1789 ";"MOY"
96923;"Erodium maritimum";"Erodium maritimum (L.) L'HÃ©r., 1789 ";"MOY"
96925;"Erodium moschatum";"Erodium moschatum (L.) L'HÃ©r., 1789 ";"MOY"
96939;"Erodium rodiei";"Erodium rodiei (Braun-Blanq.) Poirion, 1964 ";"TFO"
96942;"Erodium salzmannii";"Erodium salzmannii Delile, 1838 ";"DD"
97064;"Erucastrum gallicum";"Erucastrum gallicum (Willd.) O.E.Schulz, 1916 ";"FOR"
97072;"Erucastrum nasturtiifolium";"Erucastrum nasturtiifolium (Poir.) O.E.Schulz, 1916 ";"MOY"
97085;"Ervilia articulata";"Ervilia articulata (Hornem.) H.Schaef., Coulot &  Rabaute, 2016 ";"DD"
97084;"Ervilia hirsuta";"Ervilia hirsuta (L.) Opiz, 1852 ";"MOY"
788868;"Ervilia loiseleurii";"Ervilia loiseleurii (M.Bieb.) H.Schaefer ";"MOY"
97088;"Ervilia sativa";"Ervilia sativa Link, 1822 ";"FOR"
788869;"Ervilia sylvatica";"Ervilia sylvatica (L.) Schur, 1853 ";"MOY"
97101;"Ervum gracile";"Ervum gracile (Loisel.) DC., 1813 ";"MOY"
97116;"Ervum pubescens";"Ervum pubescens DC., 1813 ";"FOR"
97128;"Ervum tetraspermum";"Ervum tetraspermum L., 1753 ";"MOY"
97133;"Eryngium alpinum";"Eryngium alpinum L., 1753 ";"MOY"
97140;"Eryngium bourgatii";"Eryngium bourgatii Gouan, 1773 ";"MOY"
97141;"Eryngium campestre";"Eryngium campestre L., 1753 ";"MOY"
97145;"Eryngium maritimum";"Eryngium maritimum L., 1753 ";"FOR"
97147;"Eryngium pusillum";"Eryngium pusillum L., 1753 ";"FOR"
97148;"Eryngium spinalba";"Eryngium spinalba Vill., 1779 ";"FOR"
97185;"Erysimum cheiri";"Erysimum cheiri (L.) Crantz, 1769 ";"MOY"
134301;"Erysimum duriaei subsp. pyrenaicum";"Erysimum duriaei subsp. pyrenaicum (Nyman)  P.W.Ball, 1990 ";"FOR"
134318;"Erysimum incanum subsp. aurigeranum";"Erysimum incanum subsp. aurigeranum (Jeanb. &  Timb.-Lagr.) O.BolÃ²s & Vigo, 1990 ";"TFO"
97222;"Erysimum jugicola";"Erysimum jugicola Jord., 1864 ";"FOR"
97230;"Erysimum montosicola";"Erysimum montosicola Jord., 1858 ";"MOY"
154843;"Erysimum nevadense subsp. collisparsum";"Erysimum nevadense subsp. collisparsum (Jord.) P.W.Ball, 1990 ";"MOY"
97234;"Erysimum ochroleucum";"Erysimum ochroleucum (Schleich.) DC., 1805 ";"MOY"
97277;"Erysimum virgatum";"Erysimum virgatum Roth, 1797 ";"MOY"
97325;"Erythronium dens-canis";"Erythronium dens-canis L., 1753 ";"MOY"
97423;"Eudianthe coelirosa";"Eudianthe coelirosa (L.) Rchb., 1844 ";"TFO"
97424;"Eudianthe laeta";"Eudianthe laeta (Aiton) Willk., 1853 ";"FOR"
609982;"Euonymus europaeus";"Euonymus europaeus L., 1753 ";"FAI"
609983;"Euonymus latifolius";"Euonymus latifolius (L.) Mill., 1768 ";"MOY"
97434;"Eupatorium cannabinum";"Eupatorium cannabinum L., 1753 ";"MOY"
134346;"Eupatorium cannabinum subsp. cannabinum";"Eupatorium cannabinum subsp. cannabinum L., 1753 ";"MOY"
134347;"Eupatorium cannabinum subsp. corsicum";"Eupatorium cannabinum subsp. corsicum (Req. ex  Loisel.) P.Fourn., 1939 ";"FOR"
97452;"Euphorbia amygdaloides subsp. amygdaloides";"Euphorbia amygdaloides subsp. amygdaloides L.,  1753 ";"MOY"
97661;"Euphorbia amygdaloides subsp. semiperfoliata";"Euphorbia amygdaloides subsp. semiperfoliata (Viv.)  A.R.Sm., 1968 ";"MOY"
97454;"Euphorbia angulata";"Euphorbia angulata Jacq., 1789 ";"DD"
97463;"Euphorbia biumbellata";"Euphorbia biumbellata Poir., 1789 ";"MOY"
97472;"Euphorbia canutii";"Euphorbia canutii Parl., 1869 ";"FOR"
97477;"Euphorbia chamaesyce";"Euphorbia chamaesyce L., 1753 ";"MOY"
134357;"Euphorbia characias subsp. characias";"Euphorbia characias subsp. characias L., 1753 ";"MOY"
134359;"Euphorbia characias subsp. veneta";"Euphorbia characias subsp. veneta (Willd.) Litard., 1936 ";"DD"
97482;"Euphorbia corsica";"Euphorbia corsica Req., 1825 ";"TFO"
97486;"Euphorbia cuneifolia";"Euphorbia cuneifolia Guss., 1826 ";"FOR"
97615;"Euphorbia cupanii";"Euphorbia cupanii Guss. ex Bertol., 1842 ";"FOR"
97490;"Euphorbia cyparissias";"Euphorbia cyparissias L., 1753 ";"MOY"
97492;"Euphorbia dendroides";"Euphorbia dendroides L., 1753 ";"MOY"
967227;"Euphorbia dulcis subsp. incompta";"Euphorbia dulcis subsp. incompta (Ces.) Nyman, 1890 ";"MOY"
97504;"Euphorbia duvalii";"Euphorbia duvalii Lecoq & Lamotte, 1847 ";"MOY"
97508;"Euphorbia esula";"Euphorbia esula L., 1753 ";"MOY"
97508;"Euphorbia esula subsp. esula";"Euphorbia esula subsp. esula L., 1753 ";"MOY"
97656;"Euphorbia esula subsp. saratoi";"Euphorbia esula subsp. saratoi (Ardoino) P.Fourn.,  1936 ";"FOR"
97511;"Euphorbia exigua";"Euphorbia exigua L., 1753 ";"MOY"
97511;"Euphorbia exigua subsp. exigua";"Euphorbia exigua subsp. exigua L., 1753 ";"MOY"
97511;"Euphorbia exigua subsp. merinoi";"Euphorbia exigua subsp. merinoi M.LaÃ­nz, 1955 ";"DD"
97513;"Euphorbia falcata";"Euphorbia falcata L., 1753 ";"MOY"
97516;"Euphorbia flavicoma";"Euphorbia flavicoma DC., 1813 ";"MOY"
134382;"Euphorbia flavicoma subsp. flavicoma";"Euphorbia flavicoma subsp. flavicoma DC., 1813 ";"MOY"
134382;"Euphorbia flavicoma subsp. mariolensis";"Euphorbia flavicoma subsp. mariolensis (Rouy)  O.BolÃ²s & Vigo, 1974 ";"TFO"
97699;"Euphorbia flavicoma subsp. verrucosa";"Euphorbia flavicoma subsp. verrucosa (Fiori) Pignatti,  1973 ";"MOY"
97522;"Euphorbia gayi";"Euphorbia gayi Salis, 1834 ";"TFO"
97533;"Euphorbia graminifolia";"Euphorbia graminifolia Vill., 1786 ";"TFO"
97537;"Euphorbia helioscopia";"Euphorbia helioscopia L., 1753 ";"FAI"
97541;"Euphorbia hirsuta";"Euphorbia hirsuta L., 1759 ";"FOR"
97544;"Euphorbia hyberna";"Euphorbia hyberna L., 1753 ";"MOY"
619438;"Euphorbia illirica";"Euphorbia illirica Lam., 1788 ";"FOR"
97550;"Euphorbia insularis";"Euphorbia insularis Boiss., 1860 ";"FOR"
97556;"Euphorbia lathyris";"Euphorbia lathyris L., 1753 ";"MOY"
134411;"Euphorbia linifolia";"Euphorbia linifolia L., 1759 ";"DD"
97567;"Euphorbia loreyi";"Euphorbia loreyi Jord., 1855 ";"FOR"
NA;"Endophyllum euphorbiae-nicaeensis";"Euphorbia nicaeensis All., 1785 ";"MOY"
97601;"Euphorbia palustris";"Euphorbia palustris L., 1753 ";"FOR"
97604;"Euphorbia paralias";"Euphorbia paralias L., 1753 ";"FOR"
97607;"Euphorbia peplis";"Euphorbia peplis L., 1753 ";"FOR"
97609;"Euphorbia peplus";"Euphorbia peplus L., 1753 ";"MOY"
97615;"Euphorbia pithyusa";"Euphorbia pithyusa L., 1753 ";"MOY"
97616;"Euphorbia platyphyllos";"Euphorbia platyphyllos L., 1753 ";"MOY"
97630;"Euphorbia pterococca";"Euphorbia pterococca Brot., 1804 ";"FOR"
97659;"Euphorbia segetalis";"Euphorbia segetalis L., 1753 ";"MOY"
97660;"Euphorbia seguieriana";"Euphorbia seguieriana Neck., 1770 ";"MOY"
1009567;"Euphorbia seguieriana subsp. loiseleurii";"Euphorbia seguieriana subsp. loiseleurii (Rouy)  P.Fourn., 1936 ";"TFO"
134413;"Euphorbia seguieriana subsp. seguieriana";"Euphorbia seguieriana subsp. seguieriana Neck., 1770 ";"MOY"
97667;"Euphorbia serrata";"Euphorbia serrata L., 1753 ";"MOY"
97673;"Euphorbia spinosa";"Euphorbia spinosa L., 1753 ";"MOY"
97676;"Euphorbia stricta";"Euphorbia stricta L., 1759 ";"FOR"
97680;"Euphorbia sulcata";"Euphorbia sulcata Lens ex Loisel., 1828 ";"MOY"
97685;"Euphorbia taurinensis";"Euphorbia taurinensis All., 1785 ";"MOY"
97687;"Euphorbia terracina";"Euphorbia terracina L., 1762 ";"MOY"
NA;"NOMATCH";"Euphorbia variabilis subsp. valliniana (Belli) Jauzein,  1991 ";"FOR"
97725;"Euphrasia alpina";"Euphrasia alpina Lam., 1786 ";"MOY"
97776;"Euphrasia cebennensis";"Euphrasia cebennensis A.B.Martins, 1859 ";"DD"
97759;"Euphrasia hirtella";"Euphrasia hirtella Jord. ex Reut., 1856 ";"MOY"
97771;"Euphrasia micrantha";"Euphrasia micrantha Rchb., 1831 ";"FOR"
97772;"Euphrasia minima";"Euphrasia minima Jacq. ex DC., 1805 ";"MOY"
