"CD_NOM";"NOM_VALIDE";"NOM_CITE";"ENJEU_CONSERVATION"
103376;"Hypochaeris robertia Fiori, 1910";"Hypochaeris robertia Fiori, 1910";"MOY"
103383;"Hypochaeris uniflora Vill., 1779";"Hypochaeris uniflora Vill., 1779";"MOY"
103406;"Hyssopus officinalis L., 1753";"Hyssopus officinalis L., 1753";"MOY"
103406;"Hyssopus officinalis L., 1753";"Hyssopus officinalis subsp. aristatus (Godr.) Nyman,  1881";"FOR"
103406;"Hyssopus officinalis L., 1753";"Hyssopus officinalis subsp. canescens (DC.) Nyman, 1881";"DD"
103406;"Hyssopus officinalis L., 1753";"Hyssopus officinalis subsp. officinalis L., 1753";"DD"
103415;"Iberis amara L., 1753";"Iberis amara L., 1753";"MOY"
103420;"Iberis aurosica Chaix, 1785";"Iberis aurosica Chaix, 1785";"FOR"
103433;"Iberis ciliata All., 1789";"Iberis ciliata All., 1789";"FOR"
136812;"Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.) Rouy & Foucaud, 1895";"Iberis intermedia subsp. violletii (Soy.-Will. ex Godr.)  Rouy & Foucaud, 1895";"FOR"
136819;"Iberis linifolia subsp. linifolia L., 1759";"Iberis linifolia subsp. linifolia L., 1759";"MOY"
136822;"Iberis linifolia subsp. stricta (Jord.) Rouy & Foucaud, 1895";"Iberis linifolia subsp. stricta (Jord.) Rouy & Foucaud,  1895";"DD"
103469;"Iberis nana All., 1789";"Iberis nana All., 1789";"FOR"
103478;"Iberis pinnata L., 1755";"Iberis pinnata L., 1755";"MOY"
103492;"Iberis saxatilis L., 1756";"Iberis saxatilis L., 1756";"MOY"
103494;"Iberis sempervirens L., 1753";"Iberis sempervirens L., 1753";"MOY"
103497;"Iberis spathulata DC., 1805";"Iberis spathulata J.P.Bergeret ex DC., 1805";"MOY"
103502;"Iberis umbellata L., 1753";"Iberis umbellata L., 1753";"MOY"
103514;"Ilex aquifolium L., 1753";"Ilex aquifolium L., 1753";"MOY"
103536;"Illecebrum verticillatum L., 1753";"Illecebrum verticillatum L., 1753";"FOR"
103553;"Impatiens noli-tangere L., 1753 [nom. et typ. cons.]";"Impatiens noli-tangere L., 1753";"MOY"
103562;"Imperata cylindrica (L.) Raeusch., 1797";"Imperata cylindrica (L.) Raeusch., 1797";"MOY"
103578;"Imperatoria ostruthium L., 1753";"Imperatoria ostruthium L., 1753";"MOY"
103596;"Inula bifrons (L.) L., 1763";"Inula bifrons (L.) L., 1763";"MOY"
103598;"Inula britannica L., 1753";"Inula britannica L., 1753";"FOR"
945856;"Inula conyzae (Greiss.) DC., 1836";"Inula conyza DC., 1836";"MOY"
103626;"Inula helenioides DC., 1815";"Inula helenioides DC., 1815";"FOR"
103628;"Inula helvetica Weber, 1784";"Inula helvetica Weber, 1784";"FOR"
103631;"Inula hirta L., 1753";"Inula hirta L., 1753";"MOY"
103639;"Inula montana L., 1753";"Inula montana L., 1753";"MOY"
103648;"Inula salicina L., 1753";"Inula salicina L., 1753";"MOY"
103651;"Inula spiraeifolia L., 1759";"Inula spiraeifolia L., 1759";"MOY"
717275;"Ionopsidium glastifolium (L.) M.Koch, 2012";"Ionopsidium glastifolium (L.) M.Koch, 2012";"FOR"
103693;"Ipomoea sagittata Poir., 1789";"Ipomoea sagittata Poir., 1789";"FOR"
103734;"Iris foetidissima L., 1753";"Iris foetidissima L., 1753";"MOY"
103737;"Iris germanica L., 1753";"Iris germanica L., 1753";"DD"
103738;"Iris graminea L., 1753";"Iris graminea L., 1753";"FOR"
103746;"Iris latifolia (Mill.) Voss, 1895";"Iris latifolia (Mill.) Voss, 1895";"FOR"
103749;"Iris lutescens Lam., 1789";"Iris lutescens Lam., 1789";"MOY"
103772;"Iris pseudacorus L., 1753";"Iris pseudacorus L., 1753";"MOY"
717276;"Iris reichenbachiana Klatt, 1866";"Iris reichenbachiana Klatt, 1866";"FOR"
103800;"Iris xiphium L., 1753";"Iris xiphium L., 1753";"TFO"
103803;"Isatis alpina Vill., 1779";"Isatis alpina Vill., 1779";"MOY"
103817;"Isatis tinctoria L., 1753";"Isatis tinctoria L., 1753";"FAI"
103840;"Isoetes durieui Bory, 1844";"Isoetes duriei Bory, 1844";"FOR"
103841;"Isoetes echinospora Durieu, 1861";"Isoetes echinospora Durieu, 1861";"MOY"
103842;"Isoetes histrix Bory, 1844";"Isoetes histrix Bory, 1844";"MOY"
103843;"Isoetes lacustris L., 1753";"Isoetes lacustris L., 1753";"MOY"
103843;"Isoetes lacustris L., 1753";"Isoetes setacea Lam., 1789";"TFO"
161103;"Isoetes longissima Bory, 1844";"Isoetes velata subsp. velata A.Braun, 1850";"FOR"
103857;"Isolepis cernua (Vahl) Roem. & Schult., 1817";"Isolepis cernua (Vahl) Roem. & Schult., 1817";"MOY"
103887;"Isolepis pseudosetacea (Daveau) Vasc., 1970";"Isolepis pseudosetacea (Daveau) Vasc., 1970";"TFO"
103898;"Isolepis setacea (L.) R.Br., 1810";"Isolepis setacea (L.) R.Br., 1810";"MOY"
103917;"Isopyrum thalictroides L., 1753";"Isopyrum thalictroides L., 1753";"MOY"
103985;"Jacobaea adonidifolia (Loisel.) Mérat, 1812";"Jacobaea adonidifolia (Loisel.) Mérat, 1812";"MOY"
103987;"Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb., 1801";"Jacobaea aquatica (Hill) G.Gaertn., B.Mey. & Scherb.,  1801";"TFO"
610644;"Jacobaea erratica (Bertol.) Fourr., 1868";"Jacobaea erratica (Bertol.) Fourr., 1868";"MOY"
103991;"Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb., 1801";"Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb.,  1801";"MOY"
610642;"Jacobaea incana (L.) Veldkamp, 2006";"Jacobaea incana (L.) Veldkamp, 2006";"MOY"
610647;"Jacobaea leucophylla (DC.) Pelser, 2006";"Jacobaea leucophylla (DC.) Pelser, 2006";"FOR"
610643;"Jacobaea maritima (L.) Pelser & Meijden, 2005";"Jacobaea maritima (L.) Pelser & Meijden, 2005";"MOY"
718238;"Jacobaea paludosa subsp. angustifolia (Holub) B.Nord. & Greuter, 2006";"Jacobaea paludosa subsp. angustifolia (Holub)  B.Nord. & Greuter, 2006";"FOR"
610654;"Jacobaea persoonii (De Not.) Pelser, 2006";"Jacobaea persoonii (De Not.) Pelser, 2006";"TFO"
610646;"Jacobaea vulgaris Gaertn., 1791";"Jacobaea vulgaris Gaertn., 1791";"MOY"
136884;"Jasione crispa subsp. crispa (Pourr.) Samp., 1921";"Jasione crispa subsp. crispa (Pourr.) Samp., 1921";"MOY"
104018;"Jasione laevis Lam., 1779";"Jasione laevis Lam., 1779";"MOY"
104022;"Jasione montana L., 1753";"Jasione montana L., 1753";"MOY"
104036;"Jasminum fruticans L., 1753";"Jasminum fruticans L., 1753";"MOY"
104052;"Jasonia tuberosa (L.) DC., 1836";"Jasonia tuberosa (L.) DC., 1836";"FOR"
104076;"Juglans regia L., 1753";"Juglans regia L., 1753";"MOY"
104101;"Juncus acutiflorus Ehrh. ex Hoffm., 1791";"Juncus acutiflorus Ehrh. ex Hoffm., 1791";"MOY"
104104;"Juncus acutus L., 1753";"Juncus acutus L., 1753";"MOY"
136899;"Juncus alpinoarticulatus subsp. alpinoarticulatus Chaix, 1785";"Juncus alpinoarticulatus subsp. alpinoarticulatus  Chaix, 1785";"MOY"
136903;"Juncus alpinoarticulatus subsp. fuscoater (Schreb.) O.Schwarz, 1949";"Juncus alpinoarticulatus subsp. fuscoater (Schreb.)  O.Schwarz, 1949";"MOY"
104115;"Juncus anceps Laharpe, 1827";"Juncus anceps Laharpe, 1827";"TFO"
104123;"Juncus arcticus Willd., 1799";"Juncus arcticus Willd., 1799";"MOY"
104126;"Juncus articulatus L., 1753";"Juncus articulatus L., 1753";"MOY"
136919;"Juncus balticus subsp. pyrenaeus (Timb.-Lagr.) P.Fourn., 1935";"Juncus balticus subsp. pyrenaeus (Timb.-Lagr.)  P.Fourn., 1935";"TFO"
104144;"Juncus bufonius L., 1753";"Juncus bufonius L., 1753";"MOY"
104145;"Juncus bulbosus L., 1753";"Juncus bulbosus L., 1753";"MOY"
136927;"Juncus bulbosus subsp. bulbosus L., 1753";"Juncus bulbosus subsp. bulbosus L., 1753";"MOY"
136928;"Juncus bulbosus subsp. kochii (F.W.Schultz) Reichg., 1964";"Juncus bulbosus subsp. kochii (F.W.Schultz) Reichg.,  1964";"DD"
104148;"Juncus capitatus Weigel, 1772";"Juncus capitatus Weigel, 1772";"MOY"
104155;"Juncus compressus Jacq., 1762";"Juncus compressus Jacq., 1762";"MOY"
104160;"Juncus conglomeratus L., 1753";"Juncus conglomeratus L., 1753";"MOY"
104173;"Juncus effusus L., 1753";"Juncus effusus L., 1753";"MOY"
104183;"Juncus filiformis L., 1753";"Juncus filiformis L., 1753";"MOY"
104189;"Juncus foliosus Desf., 1798";"Juncus foliosus Desf., 1798";"DD"
104192;"Juncus fontanesii J.Gay, 1827";"Juncus fontanesii J.Gay, 1827";"FOR"
104196;"Juncus gerardi Loisel., 1809";"Juncus gerardi Loisel., 1809";"MOY"
104208;"Juncus heterophyllus Dufour, 1825";"Juncus heterophyllus Dufour, 1825";"TFO"
104212;"Juncus hybridus Brot., 1804";"Juncus hybridus Brot., 1804";"FOR"
104214;"Juncus inflexus L., 1753";"Juncus inflexus L., 1753";"MOY"
104221;"Juncus jacquinii L., 1767";"Juncus jacquinii L., 1767";"MOY"
104235;"Juncus littoralis C.A.Mey., 1831";"Juncus littoralis C.A.Mey., 1831";"FOR"
104246;"Juncus maritimus Lam., 1794";"Juncus maritimus Lam., 1794";"MOY"
104302;"Juncus pygmaeus Rich. ex Thuill., 1799";"Juncus pygmaeus Rich. ex Thuill., 1799";"FOR"
771713;"Juncus ranarius Songeon & E.P.Perrier, 1860";"Juncus ranarius Songeon & Perrier, 1860";"DD"
717280;"Juncus rechingeri Snogerup, 1971";"Juncus rechingeri Snogerup, 1971";"DD"
104310;"Juncus requienii Parl., 1857";"Juncus requienii Parl., 1857";"TFO"
104325;"Juncus sorrentinii Parl., 1857";"Juncus sorrentinii Parl., 1857";"DD"
104329;"Juncus sphaerocarpus Nees, 1818";"Juncus sphaerocarpus Nees, 1818";"MOY"
104334;"Juncus squarrosus L., 1753";"Juncus squarrosus L., 1753";"MOY"
104337;"Juncus striatus Schousb. ex E.Mey., 1822";"Juncus striatus Schousb. ex E.Mey., 1822";"FOR"
104340;"Juncus subnodulosus Schrank, 1789";"Juncus subnodulosus Schrank, 1789";"MOY"
104341;"Juncus subulatus Forssk., 1775";"Juncus subulatus Forssk., 1775";"FOR"
104349;"Juncus tenageia Ehrh. ex L.f., 1782";"Juncus tenageia Ehrh. ex L.f., 1782";"MOY"
104362;"Juncus trifidus L., 1753";"Juncus trifidus L., 1753";"MOY"
104363;"Juncus triglumis L., 1753";"Juncus triglumis L., 1753";"MOY"
104397;"Juniperus communis L., 1753";"Juniperus communis L., 1753";"FAI"
1039503;"Juniperus communis var. communis L., 1753";"Juniperus communis subsp. communis L., 1753";"FAI"
1039639;"Juniperus communis nothovar. hemisphaerica (C.Presl) Parl., 1868";"Juniperus communis subsp. hemisphaerica (C.Presl)  Arcang., 1882";"DD"
1039508;"Juniperus communis var. saxatilis Pall., 1789";"Juniperus communis subsp. nana (Hook.) Syme, 1868";"FAI"
104409;"Juniperus oxycedrus L., 1753";"Juniperus oxycedrus L., 1753";"MOY"
104409;"Juniperus oxycedrus L., 1753";"Juniperus oxycedrus subsp. badia (H.Gay) Debeaux,  1894";"DD"
104406;"Juniperus macrocarpa Sm., 1813";"Juniperus oxycedrus subsp. macrocarpa (Sm.) Ball,  1878";"FOR"
104409;"Juniperus oxycedrus L., 1753";"Juniperus oxycedrus subsp. oxycedrus L., 1753";"MOY"
104410;"Juniperus phoenicea L., 1753";"Juniperus phoenicea L., 1753";"MOY"
104410;"Juniperus phoenicea L., 1753";"Juniperus phoenicea subsp. phoenicea L., 1753";"MOY"
104420;"Juniperus turbinata Guss., 1844";"Juniperus phoenicea subsp. turbinata (Guss.) Arcang.,  1882";"MOY"
104413;"Juniperus sabina L., 1753";"Juniperus sabina L., 1753";"MOY"
104419;"Juniperus thurifera L., 1753";"Juniperus thurifera L., 1753";"MOY"
610899;"Jurinea alata Cass., 1822";"Jurinea alata Cass., 1822";"DD"
NA;NA;"Jurinea humilis (Desf.) DC., 1838";"MOY"
966398;"Salsola squarrosa subsp. controversa (Tod. ex Lojac.) Mosyakin, 2017";"Kali australis (R.Br.) Akhani & Roalson";"MOY"
761945;"Kalmia procumbens (L.) Gift, Kron & P.F.Stevens ex Galasso, Banfi & F.Conti, 2005";"Kalmia procumbens (L.) Gift, Kron & P.F.Stevens ex  Galasso, Banfi & F.Conti, 2005";"MOY"
104456;"Katapsuxis silaifolia (Jacq.) Raf., 1840";"Katapsuxis silaifolia (Jacq.) Raf., 1840";"MOY"
91852;"Cleistogenes serotina (L.) Keng, 1934";"Kengia serotina (L.) Packer, 1960";"MOY"
104488;"Kernera saxatilis (L.) Sweet, 1827";"Kernera saxatilis (L.) Sweet, 1827";"MOY"
104500;"Kickxia cirrhosa (L.) Fritsch, 1897";"Kickxia cirrhosa (L.) Fritsch, 1897";"FOR"
104501;"Kickxia commutata (Bernh. ex Rchb.) Fritsch, 1897";"Kickxia commutata (Bernh. ex Rchb.) Fritsch, 1897";"MOY"
104502;"Kickxia elatine (L.) Dumort., 1827";"Kickxia elatine (L.) Dumort., 1827";"MOY"
1020919;"Kickxia sieberi (Rchb.) Dörfl. ex Allan, 1940";"Kickxia elatine subsp. crinita (Mabille) Greuter, 1967";"DD"
104502;"Kickxia elatine (L.) Dumort., 1827";"Kickxia elatine subsp. elatine (L.) Dumort., 1827";"DD"
104506;"Kickxia spuria (L.) Dumort., 1827";"Kickxia spuria (L.) Dumort., 1827";"MOY"
104506;"Kickxia spuria (L.) Dumort., 1827";"Kickxia spuria subsp. integrifolia (Brot.) R.Fern., 1971";"DD"
104506;"Kickxia spuria (L.) Dumort., 1827";"Kickxia spuria subsp. spuria (L.) Dumort., 1827";"DD"
717782;"Klasea lycopifolia (Vill.) Á.Löve & D.Löve, 1961";"Klasea lycopifolia (Vill.) Á.Löve & D.Löve, 1961";"FOR"
717783;"Klasea nudicaulis (L.) Fourr., 1869";"Klasea nudicaulis (L.) Fourr.";"MOY"
104516;"Knautia arvensis (L.) Coult., 1828";"Knautia arvensis (L.) Coult., 1828";"FAI"
104517;"Knautia arvernensis (Briq.) Szabó, 1934";"Knautia arvernensis (Briq.) Szabó, 1934";"MOY"
104518;"Knautia basaltica Chass. & Szabó, 1934";"Knautia basaltica Chass. & Szabó, 1934";"MOY"
998978;"Knautia collina Heynh., 1840";"Knautia collina Jord., 1848";"MOY"
104528;"Knautia dipsacifolia Kreutzer, 1840";"Knautia dipsacifolia (Host) Kreutzer, 1840";"MOY"
104537;"Knautia integrifolia (L.) Bertol., 1836";"Knautia integrifolia (L.) Bertol., 1836";"MOY"
104540;"Knautia lebrunii J.Prudhomme, 1987";"Knautia lebrunii J.Prudhomme, 1987";"TFO"
968246;"Knautia nevadensis (M.Winkl. ex Szabó) Szabó, 1911";"Knautia nevadensis (Szabó) Szabó";"DD"
NA;NA;"Knautia timeroyii subsp. carpophylax (Jord.) B.Bock,  2012";"DD"
104613;"Koeleria cenisia Reut. ex E.Rev., 1873";"Koeleria cenisia Reut. ex E.Rev., 1873";"FOR"
104644;"Koeleria macrantha (Ledeb.) Schult., 1824";"Koeleria macrantha (Ledeb.) Schult., 1824";"MOY"
104665;"Koeleria pyramidata (Lam.) P.Beauv., 1812";"Koeleria pyramidata (Lam.) P.Beauv., 1812";"FAI"
104680;"Koeleria vallesiana (Honck.) Gaudin, 1808";"Koeleria vallesiana (Honck.) Gaudin, 1808";"MOY"
137041;"Koeleria vallesiana subsp. humilis Braun-Blanq., 1945";"Koeleria vallesiana subsp. humilis Braun-Blanq., 1945";"FOR"
137044;"Koeleria vallesiana subsp. vallesiana (Honck.) Gaudin, 1808";"Koeleria vallesiana subsp. vallesiana (Honck.) Gaudin,  1808";"MOY"
883891;"Koenigia alpina (All.) T.M.Schust. & Reveal, 2015";"Koenigia alpina (All.) T.M.Schust. & Reveal, 2015";"MOY"
101539;"Hibiscus pentacarpos L., 1753";"Kosteletzkya pentacarpos (L.) Ledeb., 1842";"TFO"
104713;"Kundmannia sicula (L.) DC., 1830";"Kundmannia sicula (L.) DC., 1830";"FOR"
104715;"Laburnum alpinum (Mill.) Bercht. & J.Presl, 1835";"Laburnum alpinum (Mill.) Bercht. & J.Presl, 1835";"MOY"
104716;"Laburnum anagyroides Medik., 1787";"Laburnum anagyroides Medik., 1787";"MOY"
104734;"Lactuca alpina (L.) Benth. & Hook.f., 1876";"Lactuca alpina (L.) Benth. & Hook.f., 1876";"MOY"
610995;"Lactuca muralis (L.) Gaertn., 1791";"Lactuca muralis (L.) Gaertn., 1791";"FAI"
104764;"Lactuca perennis L., 1753";"Lactuca perennis L., 1753";"MOY"
610994;"Lactuca plumieri (L.) Gren. & Godr., 1850";"Lactuca plumieri (L.) Gren. & Godr., 1850";"MOY"
104766;"Lactuca quercina L., 1753";"Lactuca quercina L., 1753";"FOR"
104767;"Lactuca ramosissima (All.) Gren. & Godr., 1850";"Lactuca ramosissima (All.) Gren. & Godr., 1850";"DD"
104770;"Lactuca saligna L., 1753";"Lactuca saligna L., 1753";"MOY"
104775;"Lactuca serriola L., 1756";"Lactuca serriola L., 1756";"FAI"
104781;"Lactuca tenerrima Pourr., 1788";"Lactuca tenerrima Pourr., 1788";"MOY"
137061;"Lactuca viminea subsp. chondrilliflora (Boreau) Bonnier, 1923";"Lactuca viminea subsp. chondrilliflora (Boreau)  Bonnier, 1923";"MOY"
104787;"Lactuca virosa L., 1753";"Lactuca virosa L., 1753";"MOY"
104841;"Lagurus ovatus L., 1753";"Lagurus ovatus L., 1753";"MOY"
104845;"Lamarckia aurea (L.) Moench, 1794";"Lamarckia aurea (L.) Moench, 1794";"MOY"
104854;"Lamium album L., 1753";"Lamium album L., 1753";"MOY"
104855;"Lamium amplexicaule L., 1753";"Lamium amplexicaule L., 1753";"MOY"
137070;"Lamium bifidum subsp. bifidum Cirillo, 1788";"Lamium bifidum subsp. bifidum Cirillo, 1788";"MOY"
717285;"Lamium cyrneum Paradis, 2012";"Lamium cyrneum Paradis, 2012";"TFO"
104872;"Lamium flexuosum Ten., 1811";"Lamium flexuosum Ten., 1815";"TFO"
161601;"Lamium galeobdolon subsp. flavidum (F.Herm.) Á.Löve & D.Löve, 1961";"Lamium galeobdolon subsp. flavidum (F.Herm.)  Á.Löve";"MOY"
137073;"Lamium galeobdolon subsp. montanum (Pers.) Hayek, 1931";"Lamium galeobdolon subsp. montanum (Pers.) Hayek,  1929";"FAI"
104877;"Lamium garganicum L., 1763";"Lamium garganicum L., 1763";"MOY"
1036608;"Lamium garganicum subsp. corsicum (Godr. & Gren.) Arcang., 1894";"Lamium garganicum subsp. corsicum (Godr.)  Mennema, 1989";"TFO"
137076;"Lamium garganicum subsp. garganicum L., 1763";"Lamium garganicum subsp. garganicum L., 1763";"MOY"
610998;"Lamium gevorense (Gómez Hern.) Gómez Hern. & A.Pujadas, 2005";"Lamium gevorense (Gómez Hern.) Gómez Hern. &  A.Pujadas, 2005";"TFO"
104879;"Lamium hybridum Vill., 1786";"Lamium hybridum Vill., 1786";"MOY"
104889;"Lamium maculatum (L.) L., 1763";"Lamium maculatum (L.) L., 1763";"FAI"
104903;"Lamium purpureum L., 1753";"Lamium purpureum L., 1753";"MOY"
887007;"Lantana camara L., 1753 s.s. [nom. et typ. cons.]";"Lantana camara L., 1753 s.s.";"DD"
610681;"Laphangium luteoalbum (L.) Tzvelev, 1994";"Laphangium luteoalbum (L.) Tzvelev, 1994";"MOY"
105010;"Lappula squarrosa (Retz.) Dumort., 1827";"Lappula squarrosa (Retz.) Dumort., 1827";"MOY"
105017;"Lapsana communis L., 1753";"Lapsana communis L., 1753";"MOY"
105042;"Larix decidua Mill., 1768";"Larix decidua Mill., 1768";"MOY"
105071;"Laserpitium gallicum L., 1753";"Laserpitium gallicum L., 1753";"MOY"
137101;"Laserpitium halleri subsp. cynapiifolium (Viv. ex DC.) P.Fourn., 1937";"Laserpitium halleri subsp. cynapiifolium (Viv. ex DC.)  P.Fourn., 1937";"FOR"
137102;"Laserpitium halleri subsp. halleri Crantz, 1767";"Laserpitium halleri subsp. halleri Crantz, 1767";"MOY"
105076;"Laserpitium latifolium L., 1753";"Laserpitium latifolium L., 1753";"FAI"
105081;"Laserpitium nestleri Soy.-Will., 1828";"Laserpitium nestleri Soy.-Will., 1828";"MOY"
137107;"Laserpitium prutenicum subsp. prutenicum L., 1753";"Laserpitium prutenicum subsp. prutenicum L., 1753";"DD"
105092;"Laserpitium siler L., 1753";"Laserpitium siler L., 1753";"MOY"
105145;"Lathraea clandestina L., 1753";"Lathraea clandestina L., 1753";"MOY"
105148;"Lathraea squamaria L., 1753";"Lathraea squamaria L., 1753";"MOY"
105154;"Lathyrus amphicarpos L., 1753";"Lathyrus amphicarpos L., 1753";"FOR"
105159;"Lathyrus angulatus L., 1753";"Lathyrus angulatus L., 1753";"MOY"
105161;"Lathyrus annuus L., 1753";"Lathyrus annuus L., 1753";"MOY"
105162;"Lathyrus aphaca L., 1753";"Lathyrus aphaca L., 1753";"MOY"
105168;"Lathyrus bauhinii Genty, 1892";"Lathyrus bauhinii Genty, 1892";"FOR"
105175;"Lathyrus cicera L., 1753";"Lathyrus cicera L., 1753";"MOY"
105177;"Lathyrus cirrhosus Ser., 1825";"Lathyrus cirrhosus Ser., 1825";"FOR"
105178;"Lathyrus clymenum L., 1753";"Lathyrus clymenum L., 1753";"MOY"
105189;"Lathyrus filiformis (Lam.) J.Gay, 1857";"Lathyrus filiformis (Lam.) J.Gay, 1857";"MOY"
105199;"Lathyrus heterophyllus L., 1753";"Lathyrus heterophyllus L., 1753";"MOY"
105201;"Lathyrus hirsutus L., 1753";"Lathyrus hirsutus L., 1753";"MOY"
105204;"Lathyrus inconspicuus L., 1753";"Lathyrus inconspicuus L., 1753";"MOY"
105211;"Lathyrus latifolius L., 1753";"Lathyrus latifolius L., 1753";"MOY"
105214;"Lathyrus linifolius (Reichard) Bässler, 1971";"Lathyrus linifolius (Reichard) Bässler, 1971";"MOY"
105230;"Lathyrus niger (L.) Bernh., 1800";"Lathyrus niger (L.) Bernh., 1800";"MOY"
105232;"Lathyrus nissolia L., 1753";"Lathyrus nissolia L., 1753";"MOY"
611009;"Lathyrus ochraceus Kitt., 1844";"Lathyrus ochraceus Kitt., 1844";"MOY"
105236;"Lathyrus ochrus (L.) DC., 1805";"Lathyrus ochrus (L.) DC., 1805";"MOY"
105239;"Lathyrus palustris L., 1753";"Lathyrus palustris L., 1753";"FOR"
105247;"Lathyrus pratensis L., 1753";"Lathyrus pratensis L., 1753";"MOY"
105256;"Lathyrus sativus L., 1753";"Lathyrus sativus L., 1753";"FOR"
105260;"Lathyrus setifolius L., 1753";"Lathyrus setifolius L., 1753";"MOY"
105261;"Lathyrus sphaericus Retz., 1783";"Lathyrus sphaericus Retz., 1783";"MOY"
105266;"Lathyrus sylvestris L., 1753";"Lathyrus sylvestris L., 1753";"MOY"
105273;"Lathyrus tuberosus L., 1753";"Lathyrus tuberosus L., 1753";"MOY"
105279;"Lathyrus venetus (Mill.) Wohlf., 1892";"Lathyrus venetus (Mill.) Wohlf., 1892";"MOY"
105280;"Lathyrus vernus (L.) Bernh., 1800";"Lathyrus vernus (L.) Bernh., 1800";"MOY"
105295;"Laurus nobilis L., 1753";"Laurus nobilis L., 1753";"MOY"
105297;"Lavandula angustifolia Mill., 1768";"Lavandula angustifolia subsp. angustifolia Mill., 1768";"MOY"
105316;"Lavandula pyrenaica DC., 1815";"Lavandula angustifolia subsp. pyrenaica (DC.) Guinea,  1972";"FOR"
105312;"Lavandula latifolia Medik., 1784";"Lavandula latifolia Medik., 1784";"MOY"
105321;"Lavandula stoechas L., 1753";"Lavandula stoechas L., 1753";"MOY"
105400;"Leersia oryzoides (L.) Sw., 1788";"Leersia oryzoides (L.) Sw., 1788";"MOY"
105406;"Legousia falcata (Ten.) Fritsch, 1907";"Legousia falcata (Ten.) Fritsch, 1907";"MOY"
105406;"Legousia falcata (Ten.) Fritsch, 1907";"Legousia falcata subsp. castellana (Lange) Jauzein,  1995";"MOY"
105406;"Legousia falcata (Ten.) Fritsch, 1907";"Legousia falcata subsp. falcata (Ten.) Fritsch, 1907";"MOY"
105407;"Legousia hybrida (L.) Delarbre, 1800";"Legousia hybrida (L.) Delarbre, 1800";"MOY"
105410;"Legousia speculum-veneris (L.) Chaix, 1785";"Legousia speculum-veneris (L.) Chaix, 1785";"MOY"
105427;"Lemna gibba L., 1753";"Lemna gibba L., 1753";"MOY"
105431;"Lemna minor L., 1753";"Lemna minor L., 1753";"MOY"
105441;"Lemna trisulca L., 1753";"Lemna trisulca L., 1753";"FOR"
105490;"Leontodon crispus Vill., 1779";"Leontodon crispus Vill., 1779";"MOY"
105500;"Leontodon hirtus L., 1759";"Leontodon hirtus L., 1759";"MOY"
105502;"Leontodon hispidus L., 1753";"Leontodon hispidus L., 1753";"FAI"
137189;"Leontodon hispidus subsp. hispidus L., 1753";"Leontodon hispidus subsp. hispidus L., 1753";"FAI"
137190;"Leontodon hispidus subsp. hyoseroides (Welw. ex Rchb.) Gremli, 1885";"Leontodon hispidus subsp. hyoseroides (Welw. ex  Rchb.) Gremli, 1885";"FAI"
105521;"Leontodon saxatilis Lam., 1779";"Leontodon saxatilis Lam., 1779";"MOY"
612505;"Leontodon saxatilis subsp. rothii Maire, 1934";"Leontodon saxatilis subsp. rothii Maire";"DD"
137205;"Leontodon saxatilis subsp. saxatilis Lam., 1779";"Leontodon saxatilis subsp. saxatilis Lam., 1779";"DD"
105529;"Leontodon tuberosus L., 1753";"Leontodon tuberosus L., 1753";"MOY"
611031;"Leontopodium nivale (Ten.) A.L.P.Huet ex Hand.-Mazz., 1927";"Leontopodium nivale (Ten.) A.L.P.Huet ex Hand.-  Mazz., 1927";"MOY"
105548;"Leonurus cardiaca L., 1753";"Leonurus cardiaca L., 1753";"MOY"
105607;"Lepidium campestre (L.) W.T.Aiton, 1812";"Lepidium campestre (L.) R.Br., 1812";"MOY"
105621;"Lepidium draba L., 1753";"Lepidium draba L., 1753";"MOY"
105628;"Lepidium graminifolium L., 1759";"Lepidium graminifolium L., 1759";"MOY"
105630;"Lepidium heterophyllum Benth., 1826";"Lepidium heterophyllum Benth., 1826";"MOY"
137224;"Lepidium hirtum subsp. hirtum (L.) Sm., 1818";"Lepidium hirtum subsp. hirtum (L.) Sm., 1818";"MOY"
105641;"Lepidium latifolium L., 1753";"Lepidium latifolium L., 1753";"FOR"
105657;"Lepidium oxyotum DC., 1821";"Lepidium oxyotum DC., 1821";"FOR"
105671;"Lepidium ruderale L., 1753";"Lepidium ruderale L., 1753";"MOY"
984396;"Lepidium coronopus (L.) Al-Shehbaz, 2004";"Lepidium squamatum Forssk., 1775";"MOY"
105687;"Lepidium villarsii Gren. & Godr., 1847";"Lepidium villarsii Gren. & Godr., 1847";"MOY"
105765;"Leucanthemopsis alpina (L.) Heywood, 1975";"Leucanthemopsis alpina (L.) Heywood, 1975";"MOY"
159722;"Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975";"Leucanthemopsis alpina subsp. alpina (L.) Heywood,  1975";"MOY"
137235;"Leucanthemopsis alpina subsp. minima (Vill.) Holub, 1977";"Leucanthemopsis alpina subsp. minima (Vill.) Holub,  1977";"DD"
